StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q5,Q5_10_TEXT,Q21,Q21_10_TEXT,Q6,Q6_5_TEXT,Q22,Q2,Q3,Q4,Q7,Q8,Q19,Q20,Q18,Q9,Q10,Q11,Q12,Q12_3_TEXT,Q13,Q13_3_TEXT,Q23,Q23_3_TEXT,RecipientEmail,RecipientFirstName,RecipientLastName,Q12_3_TEXT - Parent Topics,Q12_3_TEXT - Sentiment Polarity,Q12_3_TEXT - Sentiment Score,Q12_3_TEXT - Sentiment,Q12_3_TEXT - Topic Sentiment Label,Q12_3_TEXT - Topic Sentiment Score,Q12_3_TEXT - Topics
2020-04-18 15:25:48,2020-04-18 15:41:04,IP Address,73.16.162.163,100,915,True,2020-04-18 15:41:04,R_1mKjf8U2FNy5bjn,,,,,41.793792724609375,-72.85810089111328125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,STEM,Very liberal,Very Frequently,To an extremely large extent,To an extremely large extent,To a moderate extent,,To a large extent,To a moderate extent,To no or a very minimal extent,To a moderate extent,Yes,Write in,Bernie Sanders,,,,,,,,,0,0,Neutral,,,Unknown
2020-04-18 15:39:35,2020-04-18 15:41:23,IP Address,71.29.118.244,100,107,True,2020-04-18 15:41:23,R_3jYAeBwyIKQDYEt,,,,,29.64300537109375,-95.6443023681640625,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Very liberal,Never,To a moderate extent,To a small extent,To a large extent,,To a small extent,To a small extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:26:25,2020-04-18 15:41:24,IP Address,71.239.167.21,100,898,True,2020-04-18 15:41:24,R_ZE1C2HooLKMwK2Z,,,,,41.2534942626953125,-87.8473968505859375,anonymous,EN,Undergraduate student,,,,,STEM,,Humanities and Arts,Liberal,Never,To a moderate extent,To a small extent,To a moderate extent,,To a moderate extent,To a small extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:40:01,2020-04-18 15:41:32,IP Address,130.132.173.139,100,90,True,2020-04-18 15:41:32,R_3hsfs8znVZBmWg2,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Social Sciences,Liberal,Never,To a moderate extent,To a moderate extent,To a moderate extent,,To a moderate extent,To a moderate extent,To a moderate extent,To a small extent,No,,,I am not allowed to vote in US presidential elections,,,,,,,,,,,,,
2020-04-18 15:38:55,2020-04-18 15:41:34,IP Address,109.145.123.225,100,159,True,2020-04-18 15:41:35,R_VXv88wJUrEoR7rP,,,,,51.00860595703125,-3.7570953369140625,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Foreign Language,Left of center,Never,To a small extent,To a moderate extent,To a large extent,,To a moderate extent,To a large extent,To no or a very minimal extent,To a small extent,No,,,I am not allowed to vote in US presidential elections,,,,,,,,,,,,,
2020-04-18 15:40:19,2020-04-18 15:41:36,IP Address,128.36.7.191,100,77,True,2020-04-18 15:41:37,R_d6xe4ZnXWdCAv9D,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Liberal,Occasionally,To a large extent,To a small extent,To a moderate extent,,To a small extent,To a moderate extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:39:37,2020-04-18 15:41:37,IP Address,174.242.135.110,100,120,True,2020-04-18 15:41:37,R_2TnI5SgusWbEmSD,,,,,41.7760009765625,-72.52829742431640625,anonymous,EN,Faculty member,Humanities and Arts (includes schools of Drama and Music),,,,,,,Left of center,Never,To a small extent,To no or a very minimal extent,To a large extent,To no or a very minimal extent,,To a large extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:40:47,2020-04-18 15:41:49,IP Address,68.129.225.190,100,61,True,2020-04-18 15:41:49,R_2rNtkxIrp6c19GT,,,,,40.7819976806640625,-73.99530029296875,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Moderate/Centrist,Never,To a small extent,To a moderate extent,To a small extent,,To a small extent,To a moderate extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:40:12,2020-04-18 15:41:55,IP Address,68.132.113.18,100,102,True,2020-04-18 15:41:55,R_22nrbwaayYbPcYt,,,,,40.7621002197265625,-73.331298828125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,,Moderate/Centrist,Never,To no or a very minimal extent,To an extremely large extent,To a moderate extent,,To no or a very minimal extent,To no or a very minimal extent,To an extremely large extent,To an extremely large extent,No,,,I do not support any of the current candidates,,,,,,,,,,,,,
2020-04-18 15:40:54,2020-04-18 15:42:04,IP Address,72.70.46.4,100,69,True,2020-04-18 15:42:05,R_2SjlQ4EI8QGVZRS,,,,,42.48809814453125,-71.2758026123046875,anonymous,EN,Undergraduate student,,,,,STEM,,Humanities and Arts,Very liberal,Occasionally,To a large extent,To a small extent,To a moderate extent,,To a moderate extent,To a moderate extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:27:32,2020-04-18 15:42:06,IP Address,99.57.29.1,100,873,True,2020-04-18 15:42:06,R_26l5Yh7dVmIH2In,,,,,37.928497314453125,-121.6880950927734375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Very liberal,Occasionally,To a large extent,To a large extent,To a moderate extent,,To a large extent,To a moderate extent,To a small extent,To a small extent,Yes,Undecided,,,,,,,,,,,,,,,
2020-04-18 15:40:40,2020-04-18 15:42:10,IP Address,100.14.55.34,100,89,True,2020-04-18 15:42:10,R_3JekZ7ZPisFPoQy,,,,,39.9844970703125,-75.58599853515625,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Moderate/Centrist,Never,To a small extent,To no or a very minimal extent,To a moderate extent,,To a small extent,To a moderate extent,To an extremely large extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:40:32,2020-04-18 15:42:12,IP Address,74.194.151.117,100,100,True,2020-04-18 15:42:13,R_1excdWLTuD1zxGs,,,,,30.305206298828125,-95.4552001953125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Right of center,Never,To a moderate extent,To a small extent,To a large extent,,To a moderate extent,To a small extent,To a moderate extent,To a small extent,Yes,Write in,Whoever is best for the job,,,,,,,,,0,5,Positive,,,Unknown
2020-04-18 15:41:21,2020-04-18 15:42:36,IP Address,72.224.92.161,100,75,True,2020-04-18 15:42:37,R_Ahfz1EFyUG5DjdD,,,,,43.6820068359375,-70.46939849853515625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,STEM,Liberal,Occasionally,To a moderate extent,To a moderate extent,To a small extent,,To a moderate extent,To a small extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:41:34,2020-04-18 15:42:42,IP Address,69.5.116.118,100,68,True,2020-04-18 15:42:43,R_ehd8ZGD828jyh6p,,,,,44.4828948974609375,-73.22530364990234375,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Very liberal,Never,To a small extent,To no or a very minimal extent,To a small extent,,To a small extent,To a small extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:41:25,2020-04-18 15:42:53,IP Address,72.224.1.41,100,87,True,2020-04-18 15:42:53,R_1gwmiDt1w6cJUyZ,,,,,43.0592041015625,-73.73560333251953125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Very liberal,Never,To a large extent,To a moderate extent,To a small extent,,To a small extent,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:41:07,2020-04-18 15:42:55,IP Address,107.3.122.26,100,107,True,2020-04-18 15:42:55,R_6JVCXpfUXIe0vAt,,,,,43.3656005859375,-72.34420013427734375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Never,To a large extent,To a moderate extent,To a moderate extent,To a large extent,,To a moderate extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:42:28,2020-04-18 15:43:22,IP Address,32.212.55.130,100,53,True,2020-04-18 15:43:22,R_2Ube4GUFgpKe7MD,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Very liberal,Occasionally,To a moderate extent,To a moderate extent,To a small extent,,To a moderate extent,To a small extent,To a large extent,To a small extent,No,,,I am not allowed to vote in US presidential elections,,,,,,,,,,,,,
2020-04-18 15:39:57,2020-04-18 15:43:31,IP Address,98.221.0.156,100,214,True,2020-04-18 15:43:31,R_1fkBeFVVd77UNMG,,,,,40.7295989990234375,-74.39009857177734375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Moderate/Centrist,Never,To a small extent,To no or a very minimal extent,To a small extent,,To a moderate extent,To a small extent,To a large extent,To no or a very minimal extent,Yes,Undecided,,,,,,,,,,,,,,,
2020-04-18 15:40:54,2020-04-18 15:43:34,IP Address,38.97.198.218,100,159,True,2020-04-18 15:43:34,R_1ib8Grc6VcSdL9h,,,,,39.738800048828125,-104.9868011474609375,anonymous,EN,Undergraduate student,,,,,STEM,,Social Sciences,Left of center,Never,To a moderate extent,To a large extent,To a small extent,,To a small extent,To a small extent,To a large extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:40:00,2020-04-18 15:43:37,IP Address,73.4.230.57,100,216,True,2020-04-18 15:43:37,R_1F4nkuurciAlk66,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Very liberal,Occasionally,To a small extent,To an extremely large extent,To a small extent,To a small extent,,To a moderate extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:42:45,2020-04-18 15:43:38,IP Address,108.20.202.183,100,52,True,2020-04-18 15:43:38,R_2U5fqb1P89TOCJC,,,,,42.318206787109375,-71.6428985595703125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Moderate/Centrist,Occasionally,To a small extent,To no or a very minimal extent,To no or a very minimal extent,,To no or a very minimal extent,To a large extent,To a large extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:40:33,2020-04-18 15:43:51,IP Address,128.36.7.193,100,197,True,2020-04-18 15:43:51,R_3Jfpk1WjVhk2qMJ,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Moderate/Centrist,Never,To no or a very minimal extent,To no or a very minimal extent,To an extremely large extent,To no or a very minimal extent,,To an extremely large extent,To no or a very minimal extent,To no or a very minimal extent,Undecided,,,,,I have not yet decided whether or not I support any of the current candidates,,,,,,,,,,,
2020-04-18 15:41:55,2020-04-18 15:43:54,IP Address,128.36.7.57,100,119,True,2020-04-18 15:43:54,R_UF8gdOim86KGEBb,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Occasionally,To a large extent,To no or a very minimal extent,To a small extent,To a small extent,,To a small extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:42:28,2020-04-18 15:43:56,IP Address,69.114.129.75,100,87,True,2020-04-18 15:43:56,R_3LbZLx9OugJ0tVg,,,,,41.09649658203125,-73.42769622802734375,anonymous,EN,Undergraduate student,,,,,STEM,,Social Sciences,Moderate/Centrist,Never,To no or a very minimal extent,To a small extent,To a moderate extent,,To a small extent,To a moderate extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:42:07,2020-04-18 15:44:01,IP Address,24.62.130.171,100,114,True,2020-04-18 15:44:01,R_27qXTpP0bXWITn8,,,,,41.369598388671875,-72.571197509765625,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Never,To a small extent,To no or a very minimal extent,To no or a very minimal extent,To no or a very minimal extent,,To a small extent,To a large extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:43:03,2020-04-18 15:44:10,IP Address,174.48.97.124,100,66,True,2020-04-18 15:44:10,R_3EzLOiuUsZz42qw,,,,,27.1414947509765625,-80.2017974853515625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Liberal,Occasionally,To a large extent,To a large extent,To a moderate extent,,To a moderate extent,To a small extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:42:33,2020-04-18 15:44:12,IP Address,73.114.202.57,100,98,True,2020-04-18 15:44:12,R_1DCqsqAHJP6CkvE,,,,,42.2440948486328125,-71.16880035400390625,anonymous,EN,Undergraduate student,,,,,STEM,,STEM,Left of center,Never,To a moderate extent,To no or a very minimal extent,To a small extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:43:22,2020-04-18 15:44:30,IP Address,99.203.87.161,100,68,True,2020-04-18 15:44:30,R_3mdViHENAlx0KxC,,,,,32.7639007568359375,-97.1781005859375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Very liberal,Occasionally,To a large extent,To an extremely large extent,To a moderate extent,,To a moderate extent,To a large extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:43:05,2020-04-18 15:44:37,IP Address,96.248.74.208,100,92,True,2020-04-18 15:44:37,R_2aei61CJ58gQUoR,,,,,40.369903564453125,-74.63809967041015625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,STEM,Liberal,Never,To a small extent,To no or a very minimal extent,To a moderate extent,,To a small extent,To a small extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:43:46,2020-04-18 15:44:45,IP Address,209.23.52.115,100,58,True,2020-04-18 15:44:45,R_2whlDkwJlu51cCn,,,,,43.8412017822265625,-73.76740264892578125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Very liberal,Occasionally,To a large extent,To a moderate extent,To a small extent,,To a moderate extent,To a small extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:43:23,2020-04-18 15:44:45,IP Address,108.193.38.22,100,82,True,2020-04-18 15:44:46,R_3OcC1vQ66UOcw8I,,,,,42.104705810546875,-87.75659942626953125,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Social Sciences,Very liberal,Never,To a large extent,To no or a very minimal extent,To a moderate extent,,To a large extent,To a small extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:43:33,2020-04-18 15:44:53,IP Address,68.14.50.220,100,80,True,2020-04-18 15:44:53,R_1ZbLgvX1a60yP1T,,,,,41.70660400390625,-72.57450103759765625,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Liberal,Never,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,,To a small extent,To a small extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:43:18,2020-04-18 15:44:53,IP Address,73.212.124.4,100,94,True,2020-04-18 15:44:54,R_1It8EuJ81yVbZG8,,,,,38.9893035888671875,-77.158599853515625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Liberal,Occasionally,To a large extent,To a large extent,To a large extent,,To a small extent,To a moderate extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:42:41,2020-04-18 15:45:04,IP Address,73.4.59.26,100,142,True,2020-04-18 15:45:04,R_2Ey0xiMdM5dZxT4,,,,,41.3571014404296875,-72.93340301513671875,anonymous,EN,Faculty member,STEM (includes FES),,,,,,,Left of center,Occasionally,To a small extent,To no or a very minimal extent,To a small extent,To a small extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:44:13,2020-04-18 15:45:06,IP Address,68.54.84.91,100,53,True,2020-04-18 15:45:07,R_73sQA699WcFUPT3,,,,,42.4257049560546875,-83.15219879150390625,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Left of center,Never,To a large extent,To no or a very minimal extent,To a small extent,,To a moderate extent,To a moderate extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:44:13,2020-04-18 15:45:31,IP Address,73.95.133.32,100,78,True,2020-04-18 15:45:32,R_RzgKpzr7wubSAFP,,,,,39.7501068115234375,-104.995697021484375,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Social Sciences,Moderate/Centrist,Never,To a moderate extent,To a moderate extent,To a small extent,,To a moderate extent,To a small extent,To an extremely large extent,To a small extent,Yes,Undecided,,,,,,,,,,,,,,,
2020-04-18 15:43:52,2020-04-18 15:45:39,IP Address,108.27.227.96,100,107,True,2020-04-18 15:45:39,R_1NwhQaV1nJQKeBB,,,,,40.694000244140625,-73.9900970458984375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,STEM,Very liberal,Occasionally,To a large extent,To a moderate extent,To a small extent,,To a moderate extent,To a small extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:44:16,2020-04-18 15:45:39,IP Address,67.243.232.28,100,83,True,2020-04-18 15:45:39,R_1FhAfRFLCXUJbRP,,,,,40.76300048828125,-73.9925994873046875,anonymous,EN,Undergraduate student,,,,,STEM,,Humanities and Arts,Liberal,Never,To no or a very minimal extent,To no or a very minimal extent,To a small extent,,To a small extent,To a moderate extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:43:45,2020-04-18 15:45:59,IP Address,108.64.230.206,100,134,True,2020-04-18 15:46:00,R_2VsHbMDqOKZU9Bj,,,,,37.8043060302734375,-122.21559906005859375,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Liberal,Occasionally,To a moderate extent,To no or a very minimal extent,To a moderate extent,,To a moderate extent,To a moderate extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
