Year,Institution,Campus,Institution Size,Category,Location,Subcategory,Number
2005,Yale University,Main Campus,11483,Criminal offenses,Public property,Burglary,0
2006,Yale University,Main Campus,11415,Criminal offenses,Public property,Burglary,0
2007,Yale University,Main Campus,11454,Criminal offenses,Public property,Burglary,0
2008,Yale University,Main Campus,10192,Criminal offenses,Public property,Burglary,0
2009,Yale University,Main Campus,11593,Criminal offenses,Public property,Burglary,0
2010,Yale University,Main Campus,11701,Criminal offenses,Public property,Burglary,0
2011,Yale University,Main Campus,11875,Criminal offenses,Public property,Burglary,0
2012,Yale University,Main Campus,11906,Criminal offenses,Public property,Burglary,0
2013,Yale University,Main Campus,12109,Criminal offenses,Public property,Burglary,0
2014,Yale University,Main Campus,12336,Criminal offenses,Public property,Burglary,0
2015,Yale University,Main Campus,12385,Criminal offenses,Public property,Burglary,0
2016,Yale University,Main Campus,12458,Criminal offenses,Public property,Burglary,0
2017,Yale University,Main Campus,12974,Criminal offenses,Public property,Burglary,0
2001,Yale University,Main Campus,11136,Criminal offenses,Public property,Motor vehicle theft,12
2002,Yale University,Main Campus,11378,Criminal offenses,Public property,Motor vehicle theft,20
2003,Yale University,Main Campus,11471,Criminal offenses,Public property,Motor vehicle theft,19
2004,Yale University,Main Campus,11441,Criminal offenses,Public property,Motor vehicle theft,18
2005,Yale University,Main Campus,11483,Criminal offenses,Public property,Motor vehicle theft,10
2006,Yale University,Main Campus,11415,Criminal offenses,Public property,Motor vehicle theft,18
2007,Yale University,Main Campus,11454,Criminal offenses,Public property,Motor vehicle theft,8
2008,Yale University,Main Campus,10192,Criminal offenses,Public property,Motor vehicle theft,7
2009,Yale University,Main Campus,11593,Criminal offenses,Public property,Motor vehicle theft,8
2010,Yale University,Main Campus,11701,Criminal offenses,Public property,Motor vehicle theft,3
2011,Yale University,Main Campus,11875,Criminal offenses,Public property,Motor vehicle theft,4
2012,Yale University,Main Campus,11906,Criminal offenses,Public property,Motor vehicle theft,13
2013,Yale University,Main Campus,12109,Criminal offenses,Public property,Motor vehicle theft,7
2014,Yale University,Main Campus,12336,Criminal offenses,Public property,Motor vehicle theft,8
2015,Yale University,Main Campus,12385,Criminal offenses,Public property,Motor vehicle theft,9
2016,Yale University,Main Campus,12458,Criminal offenses,Public property,Motor vehicle theft,13
2017,Yale University,Main Campus,12974,Criminal offenses,Public property,Motor vehicle theft,8
2001,Yale University,Main Campus,11136,Criminal offenses,Public property,Arson,0
2002,Yale University,Main Campus,11378,Criminal offenses,Public property,Arson,0
2003,Yale University,Main Campus,11471,Criminal offenses,Public property,Arson,0
2004,Yale University,Main Campus,11441,Criminal offenses,Public property,Arson,0
2005,Yale University,Main Campus,11483,Criminal offenses,Public property,Arson,0
2006,Yale University,Main Campus,11415,Criminal offenses,Public property,Arson,0
2007,Yale University,Main Campus,11454,Criminal offenses,Public property,Arson,0
2008,Yale University,Main Campus,10192,Criminal offenses,Public property,Arson,0
2009,Yale University,Main Campus,11593,Criminal offenses,Public property,Arson,0
2010,Yale University,Main Campus,11701,Criminal offenses,Public property,Arson,0
2011,Yale University,Main Campus,11875,Criminal offenses,Public property,Arson,0
2012,Yale University,Main Campus,11906,Criminal offenses,Public property,Arson,0
2013,Yale University,Main Campus,12109,Criminal offenses,Public property,Arson,0
2014,Yale University,Main Campus,12336,Criminal offenses,Public property,Arson,0
2015,Yale University,Main Campus,12385,Criminal offenses,Public property,Arson,0
2016,Yale University,Main Campus,12458,Criminal offenses,Public property,Arson,0
2017,Yale University,Main Campus,12974,Criminal offenses,Public property,Arson,0
2001,Yale University,Main Campus,11136,Disciplinary actions,Noncampus,Illegal weapons possession,0
2002,Yale University,Main Campus,11378,Disciplinary actions,Noncampus,Illegal weapons possession,0
2003,Yale University,Main Campus,11471,Disciplinary actions,Noncampus,Illegal weapons possession,0
2004,Yale University,Main Campus,11441,Disciplinary actions,Noncampus,Illegal weapons possession,0
2005,Yale University,Main Campus,11483,Disciplinary actions,Noncampus,Illegal weapons possession,0
2006,Yale University,Main Campus,11415,Disciplinary actions,Noncampus,Illegal weapons possession,0
2007,Yale University,Main Campus,11454,Disciplinary actions,Noncampus,Illegal weapons possession,0
2008,Yale University,Main Campus,10192,Disciplinary actions,Noncampus,Illegal weapons possession,0
2009,Yale University,Main Campus,11593,Disciplinary actions,Noncampus,Illegal weapons possession,0
2010,Yale University,Main Campus,11701,Disciplinary actions,Noncampus,Illegal weapons possession,0
2011,Yale University,Main Campus,11875,Disciplinary actions,Noncampus,Illegal weapons possession,0
2012,Yale University,Main Campus,11906,Disciplinary actions,Noncampus,Illegal weapons possession,0
2013,Yale University,Main Campus,12109,Disciplinary actions,Noncampus,Illegal weapons possession,0
2014,Yale University,Main Campus,12336,Disciplinary actions,Noncampus,Illegal weapons possession,0
2015,Yale University,Main Campus,12385,Disciplinary actions,Noncampus,Illegal weapons possession,0
2016,Yale University,Main Campus,12458,Disciplinary actions,Noncampus,Illegal weapons possession,0
2017,Yale University,Main Campus,12974,Disciplinary actions,Noncampus,Illegal weapons possession,0
2001,Yale University,Main Campus,11136,Disciplinary actions,Noncampus,Drug law violations,0
2002,Yale University,Main Campus,11378,Disciplinary actions,Noncampus,Drug law violations,0
2003,Yale University,Main Campus,11471,Disciplinary actions,Noncampus,Drug law violations,0
2004,Yale University,Main Campus,11441,Disciplinary actions,Noncampus,Drug law violations,0
2005,Yale University,Main Campus,11483,Disciplinary actions,Noncampus,Drug law violations,0
2006,Yale University,Main Campus,11415,Disciplinary actions,Noncampus,Drug law violations,0
2007,Yale University,Main Campus,11454,Disciplinary actions,Noncampus,Drug law violations,0
2008,Yale University,Main Campus,10192,Disciplinary actions,Noncampus,Drug law violations,0
2009,Yale University,Main Campus,11593,Disciplinary actions,Noncampus,Drug law violations,0
2010,Yale University,Main Campus,11701,Disciplinary actions,Noncampus,Drug law violations,3
2011,Yale University,Main Campus,11875,Disciplinary actions,Noncampus,Drug law violations,0
2012,Yale University,Main Campus,11906,Disciplinary actions,Noncampus,Drug law violations,0
2013,Yale University,Main Campus,12109,Disciplinary actions,Noncampus,Drug law violations,0
2014,Yale University,Main Campus,12336,Disciplinary actions,Noncampus,Drug law violations,0
2015,Yale University,Main Campus,12385,Disciplinary actions,Noncampus,Drug law violations,0
2016,Yale University,Main Campus,12458,Disciplinary actions,Noncampus,Drug law violations,0
2017,Yale University,Main Campus,12974,Disciplinary actions,Noncampus,Drug law violations,0
2001,Yale University,Main Campus,11136,Disciplinary actions,Noncampus,Liquor law violations,0
2002,Yale University,Main Campus,11378,Disciplinary actions,Noncampus,Liquor law violations,0
2003,Yale University,Main Campus,11471,Disciplinary actions,Noncampus,Liquor law violations,0
2004,Yale University,Main Campus,11441,Disciplinary actions,Noncampus,Liquor law violations,0
2005,Yale University,Main Campus,11483,Disciplinary actions,Noncampus,Liquor law violations,1
2006,Yale University,Main Campus,11415,Disciplinary actions,Noncampus,Liquor law violations,0
2007,Yale University,Main Campus,11454,Disciplinary actions,Noncampus,Liquor law violations,0
2008,Yale University,Main Campus,10192,Disciplinary actions,Noncampus,Liquor law violations,0
2009,Yale University,Main Campus,11593,Disciplinary actions,Noncampus,Liquor law violations,0
2010,Yale University,Main Campus,11701,Disciplinary actions,Noncampus,Liquor law violations,0
2011,Yale University,Main Campus,11875,Disciplinary actions,Noncampus,Liquor law violations,0
2012,Yale University,Main Campus,11906,Disciplinary actions,Noncampus,Liquor law violations,0
2013,Yale University,Main Campus,12109,Disciplinary actions,Noncampus,Liquor law violations,0
2014,Yale University,Main Campus,12336,Disciplinary actions,Noncampus,Liquor law violations,0
2015,Yale University,Main Campus,12385,Disciplinary actions,Noncampus,Liquor law violations,3
2016,Yale University,Main Campus,12458,Disciplinary actions,Noncampus,Liquor law violations,0
2017,Yale University,Main Campus,12974,Disciplinary actions,Noncampus,Liquor law violations,0
2001,Yale University,Main Campus,11136,Disciplinary actions,On campus,Illegal weapons possession,0
2002,Yale University,Main Campus,11378,Disciplinary actions,On campus,Illegal weapons possession,0
2003,Yale University,Main Campus,11471,Disciplinary actions,On campus,Illegal weapons possession,0
2004,Yale University,Main Campus,11441,Disciplinary actions,On campus,Illegal weapons possession,0
2005,Yale University,Main Campus,11483,Disciplinary actions,On campus,Illegal weapons possession,0
2006,Yale University,Main Campus,11415,Disciplinary actions,On campus,Illegal weapons possession,1
2007,Yale University,Main Campus,11454,Disciplinary actions,On campus,Illegal weapons possession,1
2008,Yale University,Main Campus,10192,Disciplinary actions,On campus,Illegal weapons possession,0
2009,Yale University,Main Campus,11593,Disciplinary actions,On campus,Illegal weapons possession,0
2010,Yale University,Main Campus,11701,Disciplinary actions,On campus,Illegal weapons possession,0
2011,Yale University,Main Campus,11875,Disciplinary actions,On campus,Illegal weapons possession,0
2012,Yale University,Main Campus,11906,Disciplinary actions,On campus,Illegal weapons possession,0
2013,Yale University,Main Campus,12109,Disciplinary actions,On campus,Illegal weapons possession,0
2014,Yale University,Main Campus,12336,Disciplinary actions,On campus,Illegal weapons possession,0
2015,Yale University,Main Campus,12385,Disciplinary actions,On campus,Illegal weapons possession,0
2016,Yale University,Main Campus,12458,Disciplinary actions,On campus,Illegal weapons possession,0
2017,Yale University,Main Campus,12974,Disciplinary actions,On campus,Illegal weapons possession,0
2001,Yale University,Main Campus,11136,Disciplinary actions,On campus,Drug law violations,0
2002,Yale University,Main Campus,11378,Disciplinary actions,On campus,Drug law violations,1
2003,Yale University,Main Campus,11471,Disciplinary actions,On campus,Drug law violations,1
2004,Yale University,Main Campus,11441,Disciplinary actions,On campus,Drug law violations,1
2005,Yale University,Main Campus,11483,Disciplinary actions,On campus,Drug law violations,3
2006,Yale University,Main Campus,11415,Disciplinary actions,On campus,Drug law violations,0
2007,Yale University,Main Campus,11454,Disciplinary actions,On campus,Drug law violations,2
2008,Yale University,Main Campus,10192,Disciplinary actions,On campus,Drug law violations,2
